,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
2000,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,81.0,33.0,7.0,28.0,Visual Concepts,E
2001,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,88.0,26.0,8.9,14.0,EA Sports,E
2002,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.36,0.0,0.14,0.85,,,7.4,14.0,TT Games,E10+
2003,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0,Big Huge Games,M
2004,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,71.0,32.0,7.2,51.0,"Dimps Corporation, Namco Bandai Games",T
2005,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.69,0.1,0.0,0.06,0.85,,,,,Land Ho!,E10+
2006,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,82.0,50.0,8.2,193.0,Namco Bandai Games,T
2007,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,83.0,52.0,7.7,115.0,Team Ninja,M
2008,Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.85,65.0,9.0,8.0,11.0,Asobo Studio,E
2009,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,86.0,31.0,8.2,48.0,Criterion Games,E
2010,Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0,Nintendo,E
2011,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,64.0,17.0,7.9,31.0,Arika,T
2012,The Legendary Starfy,DS,2008,Platform,Nintendo,0.6,0.0,0.2,0.05,0.85,75.0,25.0,8.4,26.0,TOSE,E
2013,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0,EA Tiburon,E
2014,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,78.0,65.0,8.7,95.0,Headstrong Games,M
2015,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74.0,56.0,7.0,88.0,EA Montreal,M
2016,Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84,84.0,39.0,7.1,422.0,Vigil Games,M
2017,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84,80.0,41.0,8.8,30.0,Treyarch,T
2018,The Lord of the Rings: War in the North,X360,0,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0.0,0.08,0.84,61.0,48.0,7.4,113.0,Snowblind Studios,M
2019, Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,71.0,59.0,7.9,216.0,Bandai Namco Games,T
2020,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0.0,0.14,0.84,78.0,74.0,7.9,96.0,Terminal Reality,T
2021,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,63.0,27.0,7.1,7.0,Heavy Iron Studios,T
2022,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,84.0,87.0,8.9,1548.0,Monolith Soft,T
2023,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83.0,30.0,7.8,39.0,Visual Concepts,E
2024,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,,,,,Ubisoft,E
2025,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,68.0,19.0,,,Acclaim,E
2026,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,84.0,50.0,7.8,53.0,EA Black Box,T
2027,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,62.0,15.0,5.3,20.0,Eutechnyx,T
2028,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,,,7.6,193.0,Tango Gameworks,M
2029,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,83.0,59.0,8.4,89.0,Level 5,T
2030,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84,86.0,14.0,8.1,10.0,Visual Concepts,E
2031,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,77.0,9.0,6.2,40.0,EA Tiburon,E
2032,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,51.0,15.0,4.9,19.0,Visual Impact,E
2033,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,67.0,37.0,6.8,131.0,Rebellion,M
2034,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89.0,50.0,9.0,132.0,Nintendo,E
2035,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.0,0.0,0.74,0.84,,,7.6,14.0,High Voltage Software,E10+
2036,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.05,0.0,0.08,0.84,86.0,53.0,8.4,108.0,Criterion Games,E10+
2037,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.83,57.0,11.0,6.7,28.0,Ubisoft,T
2038,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0.0,0.06,0.83,82.0,19.0,7.2,22.0,EA Tiburon,E
2039,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,75.0,17.0,8.8,24.0,Omega Force,T
2040,Madden NFL 07,PSP,0,Sports,Unknown,0.77,0.03,0.0,0.04,0.83,78.0,18.0,6.6,16.0,EA Tiburon,E
2041,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60.0,52.0,7.4,21.0,Nex Entertainment,T
2042,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M
2043,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,57.0,6.0,5.0,5.0,Artificial Mind and Movement,E
2044,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,17.0,5.8,41.0,EA Sports,E
2045,Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77.0,45.0,7.8,49.0,Digital Anvil,M
2046,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,EA Sports,E
2047,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0.0,0.08,0.83,79.0,18.0,8.5,18.0,Yuke's,T
2048,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83.0,59.0,8.8,130.0,Sucker Punch,E10+
2049,MLB SlugFest 20-03,PS2,0,Sports,Unknown,0.41,0.32,0.0,0.11,0.83,77.0,25.0,8.2,6.0,Midway,E
2050,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0.0,0.08,0.83,69.0,41.0,7.4,38.0,EA Montreal,E10+
2051,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,Capcom,T
2052,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84.0,55.0,7.8,171.0,Firaxis Games,E10+
2053,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83,75.0,33.0,7.6,197.0,Bandai Namco Games,T
2054,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,BioWare,M
2055,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,"Treyarch, Sledgehammer Games",M
2056,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.73,0.0,0.0,0.1,0.82,,,8.3,52.0,"Ready at Dawn, SCE Santa Monica",M
2057,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,78.0,30.0,7.8,25.0,Eurocom Entertainment Software,T
2058,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91.0,27.0,9.0,27.0,Neversoft Entertainment,T
2059,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,29.0,8.2,33.0,Raven Software,T
2060,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,FreeStyleGames,T
2061,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65.0,18.0,8.2,28.0,Marvelous Entertainment,E
2062,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83.0,49.0,8.0,34.0,Shaba Games,T
2063,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82,75.0,18.0,6.4,15.0,EA Seattle,E
2064,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0.0,0.07,0.82,,,,,Konami,T
2065,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0.0,0.0,0.06,0.82,53.0,6.0,,,Big Blue Bubble Inc.,E
2066,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,78.0,30.0,9.0,20.0,Indie Built,E
2067,The Price is Right,Wii,2008,Misc,Ubisoft,0.76,0.0,0.0,0.06,0.82,,,4.3,9.0,Ludia Inc.,E
2068,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77.0,59.0,7.6,91.0,Midway,M
2069,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0.0,0.1,0.82,,,6.6,13.0,Evolution Games,E
2070,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90.0,47.0,8.9,634.0,Atlus Co.,M
2071,Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74.0,27.0,8.8,158.0,"Capcom, Pipeworks Software, Inc.",M
2072,The Lord of the Rings: War in the North,PS3,0,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.13,0.82,63.0,33.0,7.0,100.0,Snowblind Studios,M
2073,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0.0,0.1,0.81,75.0,20.0,,,Midway,T
2074,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8.0,45.0,Harmonix Music Systems,T
2075,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.81,,,,,Gevo Entertainment,E
2076,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78.0,9.0,8.7,31.0,Namco,T
2077,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73.0,8.0,6.1,9.0,Black Box,E
2078,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.2,74.0,Nintendo,E
2079,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,66.0,43.0,8.7,52.0,SCEE,T
2080,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81.0,8.0,8.8,37.0,Tri-Ace,T
2081,Shaun White Snowboarding,X360,0,Sports,Ubisoft,0.48,0.25,0.0,0.08,0.81,60.0,48.0,7.6,25.0,Ubisoft Montreal,T
2082,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,SCE Japan Studio,E
2083,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,Konami,E
2084,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,70.0,34.0,8.2,17.0,Ubisoft Shanghai,M
2085,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,EA Sports,E
2086,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80.0,20.0,6.9,14.0,EA Tiburon,E
2087,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,Neversoft Entertainment,T
2088,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.37,0.35,0.0,0.09,0.81,,,7.2,9.0,Ubisoft Quebec,E
2089,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81,,,,,Square Enix,T
2090,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75.0,31.0,4.4,166.0,Maxis,T
2091,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,60.0,27.0,7.5,63.0,Spike,T
2092,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.39,0.0,0.12,0.81,76.0,36.0,,,SCEE London Studio,T
2093,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,75.0,58.0,8.2,73.0,Amusement Vision,M
2094,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0.0,0.06,0.8,,,7.0,4.0,Gorilla Systems,E
2095,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75.0,36.0,7.6,50.0,Factor 5,T
2096,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80.0,39.0,8.3,43.0,Io Interactive,M
2097,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,79.0,69.0,8.5,99.0,Level 5,T
2098,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,45.0,6.0,7.8,11.0,Monkey Bar Games,E10+
2099,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,14.0,8.1,28.0,SquareSoft,T
2100,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0.0,0.09,0.8,87.0,65.0,8.2,110.0,Codemasters,T
2101,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,Ubisoft Montreal,M
2102,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0.07,0.8,49.0,7.0,,,CAProduction,E
2103,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M
2104,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E
2105,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T
2106,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,Virtuos,T
2107,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,EA Seattle,E
2108,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0.0,0.07,0.8,,,,,Electronic Arts,E
2109,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7.0,15.0,Ubisoft Paris,E10+
2110,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,9.0,7.3,10.0,Maxis,T
2111,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,Spike,T
2112,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,BudCat,T
2113,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,Krome Studios,T
2114,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,Konami,E
2115,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,Marvelous,E
2116,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.79,,,5.2,10.0,Gorilla Games,E
2117,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M
2118,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,Deibus Studios,E
2119,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0.0,0.0,0.05,0.79,,,,,EA Sports,E
2120,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8.0,456.0,Vigil Games,M
2121,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,Ghost Games,E10+
2122,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7.0,173.0,Radical Entertainment,M
2123,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70.0,10.0,,,Konami,E10+
2124,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,From Software,T
2125,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,EA Redwood Shores,M
2126,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M
2127,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E
2128,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,Rare Ltd.,M
2129,Band Hero,X360,2009,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5.0,30.0,Neversoft Entertainment,E10+
2130,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.3,23.0,EA Tiburon,E
2131,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,EA Canada,E
2132,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+
2133,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,"Square Enix, Tri-Ace",T
2134,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6.0,34.0,City Interactive,M
2135,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,Novarama,E10+
2136,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0.0,0.06,0.78,,,5.1,116.0,"Sumo Digital, Playground Games",E10+
2137,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,Yuke's,T
2138,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7.0,458.0,Silicon Knights,T
2139,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,EA Tiburon,E
2140,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,71.0,4.0,,,Digital Illusions,E
2141,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M
2142,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T
2143,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,Camelot Software Planning,E10+
2144,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M
2145,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M
2146,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0.0,0.14,0.78,,,3.1,18.0,EA Sports,E
2147,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+
2148,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,Jupiter Corporation,T
2149,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E
2150,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,Firaxis Games,E10+
2151,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E
2152,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T
2153,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T
2154,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,UBlart Montpellier,E10+
2155,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M
2156,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,iNiS,T
2157,MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,PlatinumGames,M
2158,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,EA Games,E
2159,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,Rare Ltd.,M
2160,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T
2161,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E
2162,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0.0,0.1,0.77,66.0,5.0,,,Ubisoft,E10+
2163,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,Slant Six,M
2164,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E
2165,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+
2166,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.77,,,,,Ubisoft,E
2167,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5.0,6.0,David A. Palmer Productions,E
2168,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T
2169,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,Capcom,T
2170,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E
2171,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E
2172,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3.0,29.0,SquareSoft,T
2173,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E
2174,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,Spike,T
